y_train_actual,y_train_predicted
0.030360970024840644,0.031982421875
0.02426515387007934,0.0301513671875
0.011075068285397706,0.008544921875
0.007629130433031559,0.021728515625
0.018039857733281435,0.02197265625
0.018059347734946198,0.0274658203125
0.016193480898011595,0.016845703125
0.0162333458537779,0.015625
0.023810381750052508,0.0155029296875
0.027614016537609167,0.0091552734375
0.006685890482549651,-0.00048828125
0.026811506153245884,0.0181884765625
0.026683447902951254,0.024658203125
0.02631022498663051,0.021728515625
0.010086872720119657,0.0074462890625
0.01211792236258324,0.003173828125
0.01934676203174023,0.0172119140625
0.010517726800042548,0.0062255859375
0.03437076042271461,0.0421142578125
0.025001969934912396,0.0299072265625
0.016979126223319606,0.003173828125
0.02291128858343496,0.0322265625
0.006842531345225966,0.006103515625
0.023645472329627503,0.0357666015625
0.0038386010568167996,0.0040283203125
0.007608442602662605,0.0145263671875
0.011268022427864517,0.01123046875
0.019228046322847154,0.012939453125
0.02195668533323663,0.015869140625
0.017380950164737247,0.0079345703125
0.009631790260347493,0.0098876953125
0.014809853831723162,0.03515625
0.017047482387597478,0.0185546875
0.014167116675077028,-0.006591796875
0.013513731116762517,0.02392578125
0.005241089617387812,0.007080078125
0.017903169347653288,0.0338134765625
0.020699119705845963,0.00732421875
0.02648142750669144,0.0186767578125
0.019056303940948257,0.028564453125
0.029180855204612305,0.025634765625
0.02008964323096827,0.0084228515625
0.01916860632981513,0.028076171875
0.01987324813402832,0.0164794921875
0.02065358497722564,0.0361328125
0.008706788567991033,0.0015869140625
0.02490711794391623,0.0291748046875
0.008192377832031309,0.0048828125
0.020423931599075667,0.0155029296875
0.017605594823392377,0.0267333984375
0.028653303237754654,0.0230712890625
0.021251602877384496,0.049560546875
0.018536573695586273,0.0223388671875
0.020722590267208612,0.0205078125
0.019401981456606054,0.02490234375
0.016595295214421827,0.013671875
0.018130578298991323,0.0177001953125
0.01908719446090043,-0.0030517578125
0.022558010919868723,0.0322265625
0.025589921963878142,0.016357421875
0.019118326293967435,0.0166015625
0.02388205203351054,0.020751953125
0.020117144872126756,0.0098876953125
0.003144776944343929,0.0128173828125
0.022506788636573148,0.0316162109375
0.01791532571495403,0.02880859375
0.02149592846840183,0.0198974609375
0.030791286564356195,0.0484619140625
0.021153958925364903,0.03466796875
0.008955400360562896,0.002197265625
0.017146082576655564,0.022216796875
0.00813019262712628,0.0157470703125
0.02745529762379916,0.02587890625
0.019633826911224884,0.01904296875
0.005705219685357236,-0.0086669921875
0.03287041438376466,0.0328369140625
0.02737401194206038,0.01806640625
0.020759664554325607,0.0445556640625
0.01961520371875061,0.0189208984375
0.006833911632728944,-0.00048828125
0.020046497684641652,0.029052734375
0.022413325597796532,0.014404296875
0.029419065632567288,0.0172119140625
0.019260996546751393,0.015380859375
0.017645332460345265,0.0101318359375
0.016382199047814235,0.0174560546875
0.002263973857548177,0.0006103515625
0.017473903838524384,0.012939453125
0.023516418314195056,0.01611328125
0.010397844997272974,0.005859375
0.011652806260761137,0.00830078125
0.01575009566144088,0.005859375
0.01237449732837272,0.0191650390625
0.007994246182830372,0.0052490234375
0.028090908421589605,0.01806640625
0.020781373980008087,0.0452880859375
0.008471470253953782,-0.002197265625
0.005347372290784708,-0.0037841796875
0.0028317590441010046,-0.005859375
0.004112683787690074,0.00537109375
0.025263065353008287,0.0272216796875
0.023931924654982985,0.0335693359375
0.02570064960493922,0.023681640625
0.02161387864875328,0.0225830078125
0.010848235683169928,0.021240234375
0.025460354007937377,0.0198974609375
0.03838913831512644,0.0389404296875
0.02292727109065936,0.01953125
0.016835998457946227,0.0069580078125
0.02199649135064907,0.0289306640625
0.019602550215601908,0.0169677734375
0.004125455280007597,0.0111083984375
0.020972490942581853,0.01171875
0.018434932334151062,0.0089111328125
0.018758151198647762,0.01953125
0.016785915682382746,0.0487060546875
0.02015923278861188,0.0157470703125
0.022729476822326566,0.0408935546875
0.028761217431466642,0.0140380859375
0.02219627757655154,0.0311279296875
0.008636528487587308,-0.009033203125
0.021602201239015514,0.0242919921875
0.007921908639114031,0.001708984375
0.02055574260949272,0.02392578125
0.017070353108416106,0.00244140625
0.009087464006780243,0.0262451171875
0.014495496212822851,0.041259765625
0.002790729744081035,0.005859375
0.022984143722692828,0.0228271484375
0.015747940075010562,0.0167236328125
0.008584755737517966,0.014892578125
0.0036598086220277375,0.010498046875
0.015739467018170795,0.0020751953125
